freq	intensity
0	2206.141673496791
1	1417.3851706284743
2	1200.4657840193988
3	797.3794530177938
4	698.6882291124185
5	599.641923238613
6	518.7787862658273
7	478.4319540666956
8	391.1375024932023
9	362.66617390923096
10	326.0342564812147
11	306.5984059957691
12	261.3153827007269
13	227.93130752606908
14	212.64098322637784
15	198.33211425485027
16	187.89379018223102
17	164.00426043319652
18	157.4420063370384
19	137.99315163205566
20	136.2868003505352
21	124.60835857352569
22	119.0032727535457
23	114.43849398579505
24	106.69121150108732
25	102.5857957708132
26	95.35068033418338
27	94.24350510142591
28	89.52989981206147
29	85.67207311346672
30	80.9052864230601
31	79.27921983189057
32	79.5958063026674
33	77.5009737173362
34	78.2214216648785
35	75.91527964027924
36	78.01477157271731
37	76.10706340378627
38	76.31700528190164
39	74.97461611973361
40	74.27961598796853
41	74.40078859128073
42	73.67953243735991
43	73.22935221889252
44	72.2103831462654
45	72.78731328262216
46	72.45460259114314
47	72.04900883789416
48	71.36236957589007
49	71.15246699144508
50	70.58553245278746
51	70.31855430390769
52	70.11008311137407
53	70.27175144918748
54	70.19070937728783
55	69.96726356553413
56	70.08965479806486
57	68.9991435467454
58	69.01782088661999
59	69.53654831970644
60	68.75112436972728
61	68.33715609631508
62	67.71756768984702
63	67.54495682153275
64	67.64723728163081
65	67.12531967474047
66	67.1391638585953
67	66.8357626085483
68	67.3109058296719
69	66.00785545154169
70	66.09960667584225
71	65.45980997470275
72	65.59905826739929
73	65.50553127372012
74	64.71195124011625
75	64.76535660318373
76	64.09114023164959
77	64.00727126159924
78	63.52524577252758
79	63.50152236952712
80	62.80458163395302
81	62.46939437661246
82	62.37786726574229
83	62.02651007288233
84	61.74247106602537
85	61.05988596989754
86	60.52788257438035
87	60.270461217240275
88	60.1587221497767
89	59.54904724483395
90	58.68822209340895
91	58.50903659470391
92	58.01779154427393
93	58.08476057896275
94	57.28996370318588
95	57.20007662564287
96	56.68648975245268
97	56.35200033248443
98	55.993911795815734
99	55.62456336338993
100	54.99075958674662
101	54.912684059848914
102	54.23945880589518
103	54.37494130395689
104	53.82862150342341
105	53.426586638136946
106	53.042123132659945
107	52.143247103652335
108	51.25886355924579
109	49.4638109531021
110	48.58628417570467
111	47.65278044903805
112	47.2168010851328
113	47.02575210033171
114	46.199483656824476
115	45.719721917737886
116	45.140920046561554
117	44.17508878552843
118	43.28359619482806
119	42.64780781411973
120	41.94753669607978
121	40.527502293663844
122	39.91055698735515
123	39.66881628360614
124	38.19024422987284
125	37.502992769561644
126	36.77037716769417
127	35.92190800927345
128	35.050190357327835
129	34.286140976147465
130	33.73749858907148
131	33.08085697801718
132	32.282284952896234
133	31.708204427495346
134	31.116825861120965
135	30.652842551863138
136	30.45958737176327
137	29.64222002323909
138	29.115321321292978
139	28.366158390108417
140	28.104520353211033
141	27.824058024969865
142	27.2799916519501
143	26.56752051461606
144	26.610635449276817
145	25.957326831258754
146	25.597015572350067
147	25.416452852317654
148	24.100250316159702
149	23.573775530717548
150	22.484202926164645
151	21.021076960515764
152	18.75853112902941
153	13.194704699148021
154	8.360860534927747
155	7.7559015011485615
156	7.724489385431463
