freq	intensity
0	1011.5257429395404
1	504.4562396269578
2	419.19788263111474
3	265.0195980976368
4	223.54161624489385
5	186.208317046125
6	167.17954527408625
7	145.15809512614524
8	121.36151534288064
9	119.63316576601171
10	106.26286307579902
11	97.21508860767467
12	82.41715377511623
13	74.86335709013004
14	70.54833299692748
15	61.598324040088066
16	57.99208566208033
17	50.365541306213395
18	49.00912147736266
19	41.65630581549045
20	40.131171574163815
21	36.210065828941396
22	34.18851941196175
23	32.54564631318264
24	30.391431655016394
25	28.702655661400694
26	26.4422848455466
27	26.087219611065983
28	24.12292356808175
29	23.53206357378051
30	22.31218409734347
31	21.506738662769127
32	21.320215451280042
33	20.613238859191856
34	20.951648492140507
35	19.971981810407375
36	20.207340255271685
37	19.721109184283723
38	19.614418399383236
39	19.193418990237546
40	19.183237250034267
41	18.913809035449187
42	18.82867180231822
43	18.650996936757867
44	18.330936024097635
45	18.57895530473765
46	18.226498870174513
47	18.08472867837345
48	17.894847363570324
49	18.232967123047306
50	17.966635968387745
51	17.86553144791867
52	17.882251106251967
53	17.741104110673536
54	17.856839688262884
55	17.604646784919304
56	17.624092474396946
57	17.599047000701955
58	17.553603075847466
59	17.60943266359067
60	17.36814903904031
61	17.407612987418638
62	17.199870228295833
63	17.19133737875427
64	17.140368769705184
65	17.09366184805176
66	17.077902138556393
67	16.938779639934598
68	16.926982475420175
69	16.554398856914016
70	16.808702079639225
71	16.829293554223018
72	16.61328457689658
73	16.444214249445388
74	16.338268190455885
75	16.354240042134577
76	16.17019116955339
77	16.075937911228888
78	15.969257829713202
79	15.911004094892457
80	15.741598864126063
81	15.688880216893772
82	15.602252337759706
83	15.515270426363033
84	15.457687928105685
85	15.378189738609803
86	15.238418534462943
87	15.066834023469145
88	15.02470912858084
89	14.858476618400042
90	14.74655641656991
91	14.587491300050836
92	14.421193649167641
93	14.415799175528141
94	14.258064293126404
95	14.197114254940734
96	14.070378172462261
97	14.0188618630878
98	13.939370500549924
99	13.846029884817636
100	13.620829433185966
101	13.693346596714003
102	13.444307335131475
103	13.36749476230504
104	13.213940516271471
105	13.133509391668508
106	13.09613951517409
107	12.864979659689705
108	12.658737139475791
109	12.201847642502651
110	11.86342296733463
111	11.680724762999436
112	11.638097847949245
113	11.541701146579323
114	11.32285433485953
115	11.214926378009304
116	11.081175984317515
117	10.7599410685634
118	10.593496491118902
119	10.45443256223485
120	10.196691852802525
121	9.994044502825938
122	9.759167220254437
123	9.58159470372794
124	9.361564492998301
125	9.088513252212744
126	8.909024156508755
127	8.859120839683765
128	8.592463476939589
129	8.457954285892473
130	8.253717345981746
131	8.098703840474231
132	7.923338957238712
133	7.679412963462895
134	7.547017527130206
135	7.321204794070372
136	7.213771021187564
137	7.113516293409327
138	6.954690873600387
139	6.845992564781882
140	6.7616614514018405
141	6.680649862705503
142	6.555259103979588
143	6.455452614804999
144	6.366397548386272
145	6.24794486851741
146	6.314920617642711
147	6.036160617348872
148	5.851755988461392
149	5.796794579388019
150	5.4338385727588
151	4.8902784175389185
152	4.409281751980968
153	2.9240023753561375
154	2.2148287081169187
155	1.7960322624709033
156	2.7400614239952783
