freq	intensity
0	6515.347149076916
1	2533.4847309552706
2	2143.404503982758
3	1296.4461928048158
4	1179.716897938656
5	902.1517978980218
6	809.4893445357766
7	693.3968554284535
8	575.339379173623
9	544.1976614109199
10	471.62232375499235
11	448.9595562551223
12	384.8157462969499
13	354.34067628390716
14	320.76056848526815
15	277.8034980114213
16	253.422071256932
17	225.9793214813253
18	219.0528495572831
19	191.08462373059996
20	187.1691146073323
21	165.54905612449835
22	155.9639041291121
23	150.50359123206428
24	141.46151044892284
25	136.87003264582245
26	126.3895355276174
27	123.54208846639843
28	114.83207223520395
29	113.40397807300162
30	106.69563989924661
31	104.197407973793
32	103.25548767448413
33	100.63303001960757
34	102.02585894376419
35	98.6611547764326
36	101.5994163046969
37	97.40891355472814
38	98.13903108085502
39	96.12137747666753
40	97.24038714344297
41	96.45826607436678
42	95.45725007180731
43	95.16913368428628
44	94.14427058418428
45	94.68662033866725
46	93.66547286241683
47	92.89183522693943
48	92.79556985552765
49	92.4672339621009
50	92.73818592372272
51	91.20194503819482
52	91.11350154130983
53	89.5929535529859
54	91.5059047646076
55	90.48072993380325
56	90.00402743317517
57	89.40876040423403
58	88.80916072003669
59	88.86715088372621
60	88.12937203452648
61	87.57307787541805
62	87.45074304289761
63	87.08140988416973
64	87.64401314000058
65	86.70454962513114
66	86.01662875631135
67	84.90028171326682
68	86.01243291418159
69	84.28837794976549
70	84.62072634598023
71	84.14515124491244
72	84.33767656199184
73	83.73617148982261
74	83.19172268562454
75	82.52767298391787
76	81.90285475335804
77	81.52525693071931
78	80.9103941645312
79	80.76069645397799
80	80.24228328486689
81	79.95265962159516
82	78.78400065113016
83	78.72561955545392
84	78.69627367754583
85	77.50463114126886
86	76.59258500764922
87	75.81140231554215
88	75.74525420752853
89	75.08921210359162
90	74.21375806654096
91	73.81159132050865
92	73.20216139184149
93	72.57854392532775
94	71.78876623656762
95	71.96680872894146
96	71.02249647169438
97	70.85814389042072
98	70.28531712940591
99	69.9660209391403
100	68.8227120929905
101	68.61193748782777
102	67.54140499442208
103	67.29821909759386
104	67.05507814383981
105	66.2166735173077
106	65.93337078178527
107	65.22410461513198
108	63.97072538882435
109	61.35645870992197
110	59.98644958644173
111	58.83001638513115
112	58.78142217433902
113	58.33450314972277
114	57.22375190976558
115	56.32379803266562
116	55.59862177874648
117	54.116940936445694
118	53.11498077555965
119	52.80543297670937
120	51.499962339938726
121	50.46936775627309
122	49.52814876442479
123	48.48750097848533
124	47.16719098455498
125	45.99314227152434
126	45.125963276799034
127	44.0837804995414
128	43.35334477566048
129	42.99647957106167
130	41.806376268115
131	40.683323102931936
132	40.00807511306552
133	39.027352306906856
134	38.56694989475475
135	37.830191848387564
136	37.502985465823386
137	36.16913519518848
138	35.78246499788645
139	35.08097514830176
140	34.47080252672919
141	34.42354766573199
142	33.839347851513686
143	33.32045023898295
144	32.59666716722476
145	31.932329713280556
146	32.14660786743212
147	30.46016429314468
148	30.077339950867344
149	29.221019265149227
150	27.838830601261957
151	26.577735567546917
152	22.734157761772806
153	15.480038017014516
154	10.80513493350545
155	8.727100029021878
156	13.153625824234702
