freq	intensity
0	2332.9763318016417
1	1720.9144243680514
2	1426.750742199265
3	1125.791911609067
4	940.766547451596
5	746.4749876250455
6	618.765128984506
7	581.5009450540052
8	515.0888325828067
9	489.4451973669642
10	448.04561487340544
11	412.5946535280213
12	362.96216563845474
13	315.66329740521513
14	292.56997607579416
15	253.05010034539097
16	233.37463137275358
17	210.3979416004219
18	202.591595253274
19	180.56411653372842
20	174.97775867398073
21	157.81619187852385
22	151.9339533802223
23	146.3310521658877
24	136.061540585756
25	131.30470724816647
26	122.39389256971079
27	120.5716431126613
28	114.81317561236514
29	109.8455701790234
30	104.62538923585966
31	102.63601924134382
32	101.9121336209321
33	100.34100728137977
34	100.9505078823109
35	98.18436050536596
36	100.6653365382256
37	97.02307781871286
38	97.48812245669713
39	96.76417702443347
40	96.40596222373429
41	95.7465628221889
42	94.74010339241231
43	95.64133500096955
44	94.23214846623871
45	94.32071401273029
46	93.68135468087661
47	92.3689925381362
48	93.08459823227435
49	93.54298699801082
50	92.61057805773567
51	91.60602685826703
52	91.9825154864067
53	91.72504238344672
54	92.69814252409026
55	90.9168020202474
56	91.22402451712358
57	90.59235376952842
58	90.0805711840474
59	91.26252458037483
60	89.94370884536994
61	89.43953627893848
62	88.95561169638157
63	88.30424305366847
64	88.84110555839624
65	87.97548629598825
66	88.17677995903772
67	87.15287865292464
68	87.72923851421866
69	85.88794024796879
70	86.97641451748966
71	85.79351173232607
72	85.44835879567168
73	85.58827208427476
74	84.70841439405675
75	84.68353470068963
76	84.16014918273359
77	83.63750151950615
78	82.95588783928164
79	83.04350529230041
80	82.80734300556368
81	82.33066034162634
82	80.76149452612944
83	81.08908449180616
84	81.15019667436354
85	79.96867853801133
86	79.55417852433445
87	78.4135444155814
88	78.51831797652947
89	77.90177416638329
90	76.99485621318277
91	76.63217773356723
92	76.20462546718916
93	76.3077614501132
94	75.20031796638177
95	74.77882747944233
96	73.55646343833955
97	74.36189732006713
98	73.53814210023812
99	73.0285390837786
100	71.69978134332581
101	71.6555283012013
102	70.60765264353199
103	70.19557772661292
104	69.72796664356551
105	69.38959998644478
106	69.22887298350632
107	68.12912016398914
108	66.63186283267869
109	64.50750197592583
110	62.63527031937524
111	61.58257900057535
112	61.32942135580433
113	60.757729955906264
114	59.88290863445193
115	59.30345589597233
116	58.3326635482086
117	57.00097129512746
118	56.135877856733394
119	55.674424699791516
120	54.31367655656872
121	52.99155576704943
122	51.751227181667716
123	51.22080218465123
124	49.91093135027196
125	48.689985785083536
126	47.814322814471794
127	46.444718682058664
128	45.77275964084555
129	44.670942962197145
130	43.883982712597806
131	43.01024964119764
132	42.102953229562665
133	41.235888668326524
134	40.76544444258405
135	40.04832209937232
136	39.31996902353161
137	38.47322700616608
138	37.65808912812416
139	37.12684464577087
140	36.955721978336655
141	36.51585422248792
142	35.34824406188956
143	35.01431978926467
144	34.87513586264861
145	34.17624824238192
146	33.549420624664656
147	32.71959842478887
148	32.159340398882186
149	30.84927956976963
150	29.620420950095095
151	27.373374091664196
152	24.132785418715212
153	17.211992655107046
154	10.717011260599813
155	8.484067590176304
156	10.158631931651723
