freq	intensity
0	1746.0032488505046
1	943.2085507612962
2	723.5240335375349
3	483.7593421618927
4	393.41563636516406
5	313.2742774006761
6	273.21143103671574
7	235.70035275081426
8	194.46457435693262
9	187.37150451000005
10	157.94431239553245
11	147.3242319399862
12	131.1957744376816
13	116.97901926522471
14	107.20851830428867
15	98.08245236676458
16	89.51414643407738
17	78.58714254740183
18	75.58405055993823
19	66.8783699243836
20	65.38896534152175
21	59.36992447110937
22	56.26455947382648
23	53.948622250212225
24	50.11481446999605
25	47.77885160721026
26	44.50304161382015
27	43.9375686930788
28	41.28223664197017
29	40.31317465264258
30	38.09467300048576
31	37.240097103630376
32	37.411913177581035
33	35.99750657318488
34	36.41980824447191
35	35.0963587890465
36	35.81354634927241
37	34.97692966731961
38	35.187281417906625
39	34.42428007402094
40	34.48384003816707
41	34.21662112825845
42	33.70741651986946
43	33.84864364487961
44	33.081833762152655
45	33.47795714410699
46	33.271249679320746
47	32.920249799324445
48	32.542706016745306
49	32.61333937132758
50	32.351830553547444
51	32.22852688965073
52	32.14651844671041
53	31.54880517302047
54	31.98446977538743
55	31.550658511958876
56	31.317643354026895
57	31.322308971592456
58	31.23022399152524
59	31.491418687958106
60	30.780629070016264
61	30.82033587398383
62	30.667075904975327
63	30.64887451140797
64	30.540953558507322
65	30.182726298798464
66	30.27474739017395
67	29.921480385826605
68	30.080234598434934
69	29.53779911003823
70	29.597253423307322
71	29.326666346719534
72	29.413264016654367
73	29.326992782493797
74	29.028290777309238
75	29.12678004255433
76	28.668156727983757
77	28.470007228832493
78	28.14251876875706
79	28.28740573095733
80	28.169934939667687
81	27.957630349995455
82	27.616055843850386
83	27.552689260289988
84	27.465553698489952
85	27.025747378270168
86	26.871253992405762
87	26.69537596240195
88	26.543549359606853
89	26.245736177062987
90	26.055397835098525
91	25.762793025822457
92	25.480707985310318
93	25.588925536178913
94	25.231753156355445
95	25.02686563410215
96	24.909844353027168
97	24.800172767438237
98	24.612225287344824
99	24.3643217836428
100	23.99723628971684
101	24.08470214629968
102	23.64899694359219
103	23.652209640893812
104	23.45350323897031
105	23.10465501871109
106	23.18548415865076
107	22.830885195823132
108	22.391241438898422
109	21.562026326475035
110	20.978311993390076
111	20.5172538812023
112	20.530696110110007
113	20.513569908729576
114	20.041991526485116
115	19.81738915298956
116	19.46762944569355
117	19.21573297886455
118	18.711376112132292
119	18.43496964163664
120	18.009135605593894
121	17.724982089912558
122	17.341812922354325
123	16.95013526571581
124	16.55853603805561
125	16.314122341823367
126	15.900027596997942
127	15.590558988636593
128	15.13106190059356
129	14.835397249607837
130	14.520452066366845
131	14.253892909047718
132	14.027724729806263
133	13.636661698396436
134	13.348948424268015
135	13.066111971065425
136	12.856588107375963
137	12.7331134284345
138	12.55654693441009
139	12.295323874838425
140	12.185894405408833
141	12.062259234641374
142	11.896720740559257
143	11.58948005783262
144	11.385142799224433
145	11.305757958594418
146	11.103789100078673
147	10.968883992594503
148	10.621750651768336
149	10.204370390683016
150	9.697534588070347
151	9.300145832841684
152	7.729459406494969
153	5.31283047038729
154	3.50429200636598
155	2.9021909589160093
156	3.8031275895508854
